MaterialName,Category,AdditionalNotes,Quantity,NVL,BEN,PercentComplete,Fixture,AssetNumber,BEN4LPR,CurrentState,IndividuallyAssigned,LamPartNumber,LaptopAssignedBEDShift,LaptopAssignedBENShift,LaptopAssignedFEDShift,LaptopAssignedFENShift,LaptopAssignedMF,LaptopDepartment,RecordIDNumber,SerialNumber
A310671,SWIC-Supported GIS Laptop,T490,0,,,,0,A310671,,Unavailable to Loan,1,,,Mitchell Lewis <58545523.bncf>,,,,Final Test,1474,MJ0D118G
A310693,SWIC-Supported GIS Laptop,T490,0,,,,0,A310693,,Unavailable to Loan,1,,,,,,Scot Lee <60343907.dbn6>,Assembly,1446,
A310695,SWIC-Supported GIS Laptop,"T490
Was returned to GIS, some permissions where not set making it unusable. GIS replaced it with 310670",0,,,,0,A310695,,In GIS for Repair,0,,,,,,,Final Test,1473,MJ0D10GT
A310696,SWIC-Supported GIS Laptop,T490,0,,,,0,A310696,,Unavailable to Loan,1,,,,,,Chris Noel <60341827.bmm9>,Final Test,382,MJ0D117X
A310697,SWIC-Supported GIS Laptop,T490,1,,,,0,A310697,,Cleanroom Item,1,,,,,Aleksey Milekhin <60342175.d9ed>,,Assembly,1460,
A310709,SWIC-Supported GIS Laptop,,0,,,,0,A310709,,Unavailable to Loan,1,,,,Alisa Petersen <61742895.b4sz>,,,Assembly,1549,
A310712,SWIC-Supported GIS Laptop,T490,0,,,,0,A310712,,Unavailable to Loan,1,,,,Kenny Cardoza <58851935.bwjx>,,,Final Test,385,
A310715,SWIC-Supported GIS Laptop,T490,0,,,,0,A310715,,Unavailable to Loan,1,,,Norman Dennis <59828636.jjfd>,,,,Assembly,1458,
A310716,SWIC-Supported GIS Laptop,T490,0,,,,0,A310716,,Unavailable to Loan,1,,Keith Haynes <60340247.dmax>,,,,,Assembly,1457,
A310717,SWIC-Supported GIS Laptop,T490,0,,,,0,A310717,,Unavailable to Loan,1,,,,,Adrian Thomas <60342075.n5z6>,,Engineering,1471,MJ0D117V
A310721,SWIC-Supported GIS Laptop,T490,0,,,,0,A310721,,Unavailable to Loan,0,,,,,,Alisa Scott <60353451.icei>,Final Test,396,MJ0D10H3
A310722,SWIC-Supported GIS Laptop,T490,0,,,,0,A310722,,Unavailable to Loan,1,,,Evan Griffin <59833602.d79x>,,,,Assembly,1450,
A310723,SWIC-Supported GIS Laptop,T490,0,,,,0,A310723,,Unavailable to Loan,1,,,Kevin Bowman <60343524.dznr>,,,,Assembly,1453,
A310733,SWIC-Supported GIS Laptop,T490,0,,,,0,A310733,,Unavailable to Loan,1,,,Mitch Wilder <60308688.c4wg>,,,,Final Test,1476,MJ0D118V
A310734,SWIC-Supported GIS Laptop,T490,0,,,,0,A310734,,Unavailable to Loan,1,,Todd Weber <58269534.d3b5>,,,,,Final Test,1472,MJ0D116X
A310735,SWIC-Supported GIS Laptop,T490,0,,,,0,A310735,,Unavailable to Loan,1,,,,,Daniel Yin <58394918.4m84>,,Final Test,1464,MJ0D10FR
A310736,SWIC-Supported GIS Laptop,T490,0,,,,0,A310736,,Unavailable to Loan,1,,,Travis Buroker <61881203.dcfh>,,,,Final Test,1475,MJ0D10FY
A310737,SWIC-Supported GIS Laptop,T490,0,,,,0,A310737,,Unavailable to Loan,1,,,,,Mitchem Jones <60342040.cvvc>,,Final Test,1469,MJ0D118B
A310738,SWIC-Supported GIS Laptop,T490,0,,,,0,A310738,,Unavailable to Loan,1,,,,Geoff McLain <60341841.d3kt>,,,Final Test,1467,MJ0D118C
A310739,SWIC-Supported GIS Laptop,T490,0,,,,0,A310739,,Unavailable to Loan,1,,,Richard Wilson <59671951.6dvz>,,,,Final Test,1468,MJ0D118Y
A310740,SWIC-Supported GIS Laptop,T490,0,,,,0,A310740,,Unavailable to Loan,1,,,,,Alex Cooksley <60092469.krkj>,,Assembly,1456,
A310744,SWIC-Supported GIS Laptop,T490,0,,,,0,A310744,,Unavailable to Loan,1,,,,,Lupe Arellano <58990222.bdsu>,,Final Test,1470,MJ0D1178
A310756,SWIC-Supported GIS Laptop,T490,0,,,,0,A310756,,Unavailable to Loan,1,,David Halvorson <60340304.5tsb>,,,,,Assembly,1455,
A310757,SWIC-Supported GIS Laptop,T14,0,,,,0,A310757,,Unavailable to Loan,1,,Justin Cochran <60429283.caw8>,,,,,Final Test,1492,PF23AZBY
A310782,SWIC-Supported GIS Laptop,T14,1,,,,0,A310782,,Available to Loan,1,,,,,,,Final Test,1498,
A310857,SWIC-Supported GIS Laptop,T14,0,,,,0,A310857,,Unavailable to Loan,1,,Joseph Snyder <60527930.bvf3>,,,,,Final Test,1488,PF23B1DV
A310924,SWIC-Supported GIS Laptop,T14,0,,,,0,A310924,,Unavailable to Loan,1,,,,,Kathy May <62311310.cnin>,,Final Test,1500,PF29SMGX
A310925,SWIC-Supported GIS Laptop,,0,,,,0,A310925,,Unavailable to Loan,1,,,,,Brody Yarbor <60343923.e2y4>,,,1499,PF29SMDR
A310926,SWIC-Supported GIS Laptop,,0,,,,0,A310926,,Unavailable to Loan,1,,,,,Joshua Parks <60340245.bfhc>,,,1501,PF23922Y
A310927,SWIC-Supported GIS Laptop,,1,,,,0,A310927,,Cleanroom Item,0,,,,Ron Reed <60222330.tyzi>,,,,1502,PF239KE1
A310928,SWIC-Supported GIS Laptop,T14,0,,,,0,A310928,,Unavailable to Loan,1,,Joshua Powell <59085861.cqi3>,,,,,Assembly,1493,PF2387BE
A310929,SWIC-Supported GIS Laptop,,1,,,,0,A310929,,Cleanroom Item,0,pf23a7kp,,,Sebastian Hilman <61873198.bm9q>,,,,1548,
A312184,SWIC-Supported GIS Laptop,,0,,,,0,A312184,,Unavailable to Loan,1,,,,Tallen Stewart <58782499.crxe>,,,Assembly,1529,pf1ckrt6
A313682,SWIC-Supported GIS Laptop,,1,,,,0,A313682,,Cleanroom Item,0,,,,,,,Final Test,1640,
ACA Chamber Analyzer,Tools- Hand Tools (Non-Calibrated),,1,,,,0,,,Available to Loan,0,,,,,,,,2234,
AFAB1 - Carbide Intel Ped Leveling Tool #1,Tools- Gauges & Levels,,1,,,,0,,,Available to Loan,0,515-305158-001,,,,,,,1117,Carbide Intel Ped Leveling Tool #1
AHM HCE/HX - i GBE Cable Kit,Cables (Provide part number),,1,,,,0,,,Available to Loan,0,,,,,,,,2229,"QTY 2: Jumper 6/2
GBE MFC Signal Cable
GBE Pneumatic Signal Cable"
ALD valve fixture,Other (Please describe),"Location: 6D3
Floor has original one this is backup.",0,,2056531C,70T,0,,2056531C,Unavailable to Loan,0,839-200352-001,,,,,,,1520,
ALD valve sense fixture #1,Other (Please describe),857-345079-001,0,,2056531C,70T,0,,2056531C,Unavailable to Loan,0,857-345079-001,,,,,,,1170,
ALD valve sense fixture #2,Other (Please describe),857-345079-001,1,,,,0,,,Available to Loan,0,857-345079-001,,,,,,,1171,
ALTGBE1,GBE,,,,,,1,,,Available to Loan,0,,,,,,,,310,
Ampule Level Sensor (ALSM2),Tools- Meters & Pendants,,1,,,,1,,,Available to Loan,0,,,,,,,,1515,
Ampule Level Sensor (ALSM3),Tools- Meters & Pendants,,0,,2059661A,0P,0,,2059661A,Unavailable to Loan,0,,,,,,,,1550,
Ampule valve fixture #1 (IOA1),Other (Please describe),Stored in the  check out material (8D3),1,,,,1,,,Available to Loan,0,857-344936-001,,,,,,,1276,
Ampule valve fixture #2 (IOA2),Other (Please describe),Stored in the  check out material (8D3),1,,,,1,,,Available to Loan,0,857-344936-001,,,,,,,1277,
Assembly BackUp,SWIC-Supported GIS Laptop,T460,0,,,,0,3000038,,Retired/Out of Service,0,,,,,,,Assembly,486,
Assembly-,SWIC-Supported GIS Laptop,T470,1,,,,0,A301146,,Available to Loan,0,,,,,,,Assembly,468,
Assembly-013,SWIC-Supported GIS Laptop,"T470

Reported as being slow and unresponsive",0,,,,0,A301306,,In GIS for Repair,0,,Danilo Cabalitasan <58799327.cdkm>,,,,,Assembly,428,
Assembly-015,SWIC-Supported GIS Laptop,"T460

GIS - 3/3/2020 Track pad broken",0,,,,0,205462,,In GIS for Repair,0,,,,,,,Assembly,430,pc0jg2rh
Assembly-023,SWIC-Supported GIS Laptop,"t460
",0,,,,0,A204915,,Missing/Lost,0,,Kaylyn Bolano Gil <62239364.d2vd>,,,,,Assembly,1002,pc0fe5ul
Assembly-025,SWIC-Supported GIS Laptop,"T440

",0,,,,0,A201818,,Retired/Out of Service,0,,Jonathan Contreras <62228194.bvji>,,,,,Assembly,801,
Assembly-031,SWIC-Supported GIS Laptop,T460,1,,,,0,3000063,,Cleanroom Item,0,,Michelle Del Cid <62315608.36cd>,Dylan Wilson <59833611.dny3>,Brittney Perron <60552865.dmm4>,,,Assembly,1341,
Assembly-101,SWIC-Supported GIS Laptop,"T460 
",1,,,,0,206837,,Cleanroom Item,0,,,James Langrill <63494648.d6ud>,Sina Kin <62552843.c9fr>,,,Assembly,475,PC0LFZMK
Assembly-102,SWIC-Supported GIS Laptop,"T460
",1,,,,0,205765,,Cleanroom Item,0,,,Achille Mbousseu Nkwana <61946349.dngi>,Maxim Pisarchuk <62572448.78v4>,Bo Sether <62311477.d2xz>,,Assembly,476,
Assembly-103,SWIC-Supported GIS Laptop,T460,0,,,,0,3000023,,In GIS for Repair,0,,,Xavier Limones <61869973.h8xe>,Ashelyn Lee <62561588.dzef>,,,Assembly,477,
Assembly-104,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205874,,Cleanroom Item,0,,,Regina Curvin <61863264.cgjf>,George Davenport <62615085.bbzr>,,,Assembly,478,
Assembly-105,SWIC-Supported GIS Laptop,T470,1,,,,0,A205479,,Cleanroom Item,0,,,Elijah Schultz <60341758.jcpx>,,Allan Carnaghie <62687281.dij7>,,Assembly,479,
Assembly-106,SWIC-Supported GIS Laptop,T460,1,,,,0,205474,,Cleanroom Item,0,,,Ethan Horst-Blanchard <62719949.cbay>,Miguel Delgado <62631088.ds5a>,,,Assembly,480,
Assembly-107,SWIC-Supported GIS Laptop,T460,0,,,,0,A205781,,Missing/Lost,0,,,Tristan Versteeg <60588544.bwnz>,Jesse Cajimat <60341799.ds9p>,,,Assembly,481,
Assembly-108,SWIC-Supported GIS Laptop,"T460
GIS - 3/3/2020 Broken Screen",0,,,,0,A205887,,In GIS for Repair,0,,,Emilee Derting <60341431.cihc>,,,,Assembly,482,PC0KYL9T
Assembly-109,SWIC-Supported GIS Laptop,T470,1,,,,0,A205773,,Cleanroom Item,0,,,Donaven Presley <62719955.ktrw>,Jordan Turner <62395421.xxdx>,Ana Morales <62454450.678e>,,Assembly,483,
Assembly-110,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A204907,,Cleanroom Item,0,,,Shane Poovaviranon <63213912.d7v3>,Michael Marovich <63336702.b6iu>,Hunter Hofmann <62395565.dxub>,,Assembly,484,
Assembly-111,SWIC-Supported GIS Laptop,T460,1,,,,0,A205720,,Cleanroom Item,0,,,Brandon Bailey <59829716.cgyn>,Austin Sutton <62468437.djej>,Connor Andersen <63145448.dyaq>,,Assembly,1189,
Assembly-112,SWIC-Supported GIS Laptop,"T460
FED Nicole Star",0,,,,0,A204984,,Missing/Lost,0,,,,,Anthony Johnson Jr <62979743.ds6y>,,Assembly,555,pc0gdyh9
Assembly-113,SWIC-Supported GIS Laptop,"T460
",1,,,,0,205883,,Cleanroom Item,0,,,Jasper Pedro <61988291.bt85>,Malia Lao <60353463.cx2c>,,,Assembly,557,
Assembly-114,SWIC-Supported GIS Laptop,"T460
",1,,,,0,204905,,Cleanroom Item,0,,,Kassidy Sinsel <62230412.d6v4>,,,,Assembly,488,
Assembly-115,SWIC-Supported GIS Laptop,T460,1,,,,0,A3000026,,Cleanroom Item,0,,,Trey Underdahl <62284252.baej>,Jadon Kessell <63455807.bd4p>,Margaret Carlson <62227909.92cv>,,Assembly,489,
Assembly-116,SWIC-Supported GIS Laptop,"T440
",0,,,,0,202526,,Missing/Lost,0,,,,Seth Devine <62572442.d6a4>,,,Final Test,529,
Assembly-117,SWIC-Supported GIS Laptop,T460,1,,,,0,A205888,,Cleanroom Item,0,,,Roy Brown <63043414.buqw>,Anthony Salazar <63400884.cxwv>,Gage Hood-Grasseth <61957702.bbb2>,,Assembly,491,
Assembly-118,SWIC-Supported GIS Laptop,T460,1,,,,0,205767,,Cleanroom Item,0,,,Azekiel Herrera <61938596.d8fu>,,,,Assembly,492,
Assembly-119,SWIC-Supported GIS Laptop,T450,1,,,,0,A204273,,Cleanroom Item,0,,,,Jeremy Robertson <61910791.i8vq>,Trevor Grabarz <62348818.dzj6>,,Assembly,493,
Assembly-120,SWIC-Supported GIS Laptop,T470,1,,,,0,A301157,,Cleanroom Item,0,,,Tristan Versteeg <60588544.bwnz>,,,,Assembly,494,pf0u62f5
Assembly-121,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205878,,Cleanroom Item,0,,,Mavrick Faustino <62827184.bhae>,Sarah McBride <62552842.bn9v>,Lilley Lilley <62905317.9xnj>,,Assembly,495,
Assembly-122,SWIC-Supported GIS Laptop,T460,1,,,,0,3000042,,Cleanroom Item,0,,Maged Soliman <62919122.dhjv>,Roberto Monterrosa <62330816.2ac9>,Jesse Rios-Chavez <62202432.cxkk>,,,Assembly,496,pc0lfzqv
Assembly-123,SWIC-Supported GIS Laptop,"T460
",1,,,,0,205475,,Cleanroom Item,0,,,Tony Pascoal <60341757.dnqe>,Paula Meehl <62542612.h6ed>,,,Assembly,465,pc0jg2sc
Assembly-124,SWIC-Supported GIS Laptop,T460,1,,,,0,A205873,,Cleanroom Item,0,,Vidal Martin Juan <62260275.63ax>,Roger Scott <59833451.bxtc>,,David Axt <62919121.dupu>,,Assembly,485,pc0kylav
Assembly-125,SWIC-Supported GIS Laptop,"T460 
",1,,,,0,A3000034,,Cleanroom Item,0,,,Xavier Limones <61869973.h8xe>,,Stanley Avant <62905319.gats>,,Assembly,895,PC0LFZLM
Assembly-126,SWIC-Supported GIS Laptop,T460,1,,,,0,205877,,Cleanroom Item,0,,,Chris Mishoe <62705932.d6rd>,James Williams <62267072.d8qv>,John Renkiewicz <62227907.cig2>,,Assembly,899,PC0KYL9N
Assembly-128,SWIC-Supported GIS Laptop,T460,1,,,,0,A3000021,,Cleanroom Item,0,,,Gosall Pheng <61864573.dg9j>,,Moayd Alnakli <62757123.cvug>,,Assembly,1043,PCOLFZN3
Assembly-129,SWIC-Supported GIS Laptop,T460,1,,,,0,A205750,,Cleanroom Item,0,,,Alec Burns <59828632.ct2t>,,Lyle Mc mackin <62403747.wrwp>,,Assembly,464,pc0jwcs1
Assembly-130,SWIC-Supported GIS Laptop,T450s,1,,,,0,204268,,Cleanroom Item,0,,,Jake Morris <62236715.bjfn>,,,,Assembly,995,
Assembly-131,SWIC-Supported GIS Laptop,"T450
",1,,,,0,204432,,Cleanroom Item,0,,,James Kozak <62366651.9hm4>,Haven Cottone <61930419.eash>,Bryan Silvers <62209331.3v5z>,,Assembly,982,
Assembly-132,SWIC-Supported GIS Laptop,"T460

in sub-fab",1,,,,0,A205972,,Cleanroom Item,0,,,,,Hugh Edwards <63032899.b5vh>,,Assembly,980,pc0jwcgp
Assembly-133,SWIC-Supported GIS Laptop,"T450
",1,,,,0,A204212,,Cleanroom Item,0,,,,Sebastian Hilman <61873198.bm9q>,,,Assembly,986,
Assembly-134,SWIC-Supported GIS Laptop,"t450s

Track POD broken",0,,,,0,A204271,,In GIS for Repair,0,,,,,,,Assembly,977,
Assembly-135,SWIC-Supported GIS Laptop,"T460

",1,,,,1,205762,,Cleanroom Item,0,,,Tanner Hatch <61883173.d4zf>,Mustafa Mohammed <60561113.fzjv>,,,Assembly,490,pc0jwcvh
Assembly-136,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A204987,,Cleanroom Item,0,,,,Joseph Mele <62902453.c2ch>,Alicia Grubbe <62996768.dq5v>,,Assembly,1238,pc0gdyh1
Assembly-137,SWIC-Supported GIS Laptop,"T440
",0,,,,0,202270,,Missing/Lost,0,,,Abraham Hommes <62417978.bsgv>,Pavitar Gill <62197309.dd3z>,,,Assembly,391,
Assembly-138,SWIC-Supported GIS Laptop,T460,1,,,,0,205578,,Cleanroom Item,0,,,Terrance Constancio <63043404.d9gx>,Jacob Taylor <63016001.d4r2>,,,,1461,PC0JWCHU
Assembly-139,SWIC-Supported GIS Laptop,"T440
",1,,,,0,202542,,Cleanroom Item,0,,,Sean Crosby <62418070.bjz3>,Vincent Durcan <63043402.bbui>,,,Assembly,1004,
Assembly-140,SWIC-Supported GIS Laptop,"T440
FED- Keshay Clark
",1,,,,0,202261,,Cleanroom Item,0,,,Ryan Cone <61869972.b9d6>,,,,Assembly,968,
Assembly-141,SWIC-Supported GIS Laptop,"T440

",0,,,,0,201627,,Missing/Lost,0,,,,Zalin Requejo <62069859.c7vy>,,,Assembly,384,
Assembly-142,SWIC-Supported GIS Laptop,"T460
",1,,,,0,205772,,Cleanroom Item,0,,,Raed Alturaif <62692648.de7t>,,,,Assembly,441,
Assembly-143,SWIC-Supported GIS Laptop,FED Jose Nicolas,1,,,,0,A205882,,Cleanroom Item,0,,,,Jose San Nicolas <62406728.dzig>,,,Assembly,1006,
Assembly-144,SWIC-Supported GIS Laptop,T440,0,,,,0,A201601,,Missing/Lost,0,,,,,,,Final Test,506,
Assembly-145,SWIC-Supported GIS Laptop,T460,1,,,,0,A205779,,Cleanroom Item,0,,,Kacey Markus <62604614.ht32>,Chance Stamps <63201755.b5g6>,,,Assembly,427,
Assembly-146,SWIC-Supported GIS Laptop,"T470
",0,,,,0,301186,,Cleanroom Item,0,,,,Emalee Denhem <62225064.beju>,,,Assembly,1308,
Assembly-147,SWIC-Supported GIS Laptop,"T460

",0,,,,0,A205477,,Missing/Lost,0,,Josh Smith <62213584.dqvn>,Matt Guedea <62229545.dq2c>,,Brody Yarbor <60343923.e2y4>,,Assembly,429,
Assembly-148,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A204906,,Cleanroom Item,0,,Brandon Roberts <62075806.cryh>,Russell Cline <62378132.cyvc>,,Aloyis Pitkin <63021912.dzuz>,,Assembly,463,
Assembly-149,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A3000044,,Cleanroom Item,0,,Jacob Clark <62516247.bsec>,,Ibraheem Hussein Mohammed <62234262.b88s>,,,Assembly,1298,Will bring back on Wednesday 1/13
Assembly-150,SWIC-Supported GIS Laptop,"T440

Won't connect to internet
",1,,,,0,201626,,Cleanroom Item,0,,Vidal Martin Juan <62260275.63ax>,,George Davenport <62615085.bbzr>,,,Assembly,383,
Assembly-151,SWIC-Supported GIS Laptop,T460,1,,,,0,3000031,,Cleanroom Item,0,,,Deontay Holding <60594570.bnjs>,,,,Assembly,1448,PC0LFZMB
Assembly-152,SWIC-Supported GIS Laptop,T460,1,Joceline Rios,,,0,A206846,,Cleanroom Item,0,,Sean Farides <61904761.bqhr>,Matt Guedea <62994959.chee>,Halle Johnson <62001093.rbn2>,Tony Ferrara <63080571.cqry>,,Assembly,377,
Assembly-153,SWIC-Supported GIS Laptop,T460,1,Trevor Harmon,,,0,A205777,,Cleanroom Item,0,,Nate Keesler <61871545.djir>,,,Trevor Harmon <60342208.bhfy>,,Assembly,379,
Assembly-154,SWIC-Supported GIS Laptop,T460,1,,,,0,A205782,,Cleanroom Item,0,,,,,Casey Light <62294272.dgyn>,,Assembly,378,
Assembly-155,SWIC-Supported GIS Laptop,"T460

",1,,,,0,A205752,,Cleanroom Item,0,,Israel Gabriel <61918073.duyw>,Jeanny Jantarasri <63145446.bj7s>,,,,Assembly,420,
Assembly-156,SWIC-Supported GIS Laptop,"T460

",1,,,,0,A205890,,Cleanroom Item,0,,Scott Goodwin <62387596.cxpa>,,,Kaleb Mccalister <60342212.dnuf>,,Assembly,421,
Assembly-157,SWIC-Supported GIS Laptop,T460,1,,,,0,A205456,,Cleanroom Item,0,,,Gabriel Rabauliman <62469108.cvci>,,,,Assembly,423,
Assembly-158,SWIC-Supported GIS Laptop,"T470

",1,,,,0,A205731,,Cleanroom Item,0,,Justin Meas <62845028.b2zr>,Silvestre Vasquez <61988591.esu6>,Robert Dickinson <63015992.bf8m>,Brandon Westby <60342223.4m3k>,,Assembly,425,
Assembly-159,SWIC-Supported GIS Laptop,"T460

",1,,,,0,A205770,,Cleanroom Item,0,,Armando Meraz <61966368.bx33>,Jose Pascual-Gomez <57992737.bbry>,,Joseph Chavez <60358151.xpw3>,,Assembly,426,
Assembly-160,SWIC-Supported GIS Laptop,T460,1,,,,0,A301152,,Cleanroom Item,0,,Vidal Martin Juan <62260275.63ax>,,Enrico Melangco <60601836.d28k>,Erick Ramirez <61914377.yuef>,,Assembly,433,
Assembly-161,SWIC-Supported GIS Laptop,"T460

",0,,,,0,A205766,,Missing/Lost,0,,Armiyas Ashenafi <62486921.mzxd>,,,Rik Bernal <60343522.b8t4>,,Assembly,419,
Assembly-162,SWIC-Supported GIS Laptop,T470,1,,,,0,A301144,,Cleanroom Item,0,,Uegean Marshall <62260274.df35>,Bruce Stadelman <62213649.u66r>,,,,Assembly,424,
Assembly-163,SWIC-Supported GIS Laptop,"T460

",1,,,,0,A205761,,Cleanroom Item,0,,Zain Asaad Kamal <61976759.dvdy>,,,Reuben Eliason <62075638.dsu6>,,Assembly,432,pc0jwcub
Assembly-164,SWIC-Supported GIS Laptop,"T460
",0,,,,0,A306723,,Missing/Lost,0,,Ken Helton <61915309.c32r>,,,Jan Val Dayap <59671725.cdqj>,,Assembly,431,
Assembly-165,SWIC-Supported GIS Laptop,"T460
Assigned to Jason Alton",1,,,,0,205871,,Cleanroom Item,0,,,,Richard Dutson <62640440.dqzv>,Liam Yahn <62440906.nyq2>,,Assembly,1190,PC0KYL9R
Assembly-166,SWIC-Supported GIS Laptop,"t450
FED - Kathrine greinke",1,,,,0,A204431,,Cleanroom Item,1,,,,,,,Assembly,966,
Assembly-167,SWIC-Supported GIS Laptop,T470,1,,,,0,A301174,,Cleanroom Item,0,,Austin Simmons <62279195.bc3r>,,David Thomasson <62310216.h7hc>,Justin Erickson <62294317.cejs>,,Assembly,975,pf0u5tjy
Assembly-168,SWIC-Supported GIS Laptop,T460,1,,,,0,205860,,Cleanroom Item,0,,Chris Owens <62321545.bg58>,,,,,Assembly,1342,
Assembly-169,SWIC-Supported GIS Laptop,T460,1,,,,0,A205785,,Cleanroom Item,0,,Juan Ponce Ponce <62262437.dy7n>,Chansler Pacheco <61869974.bxmy>,,Erik Robinson <61931787.7xae>,,Assembly,435,PC0JWCRG
Assembly-170,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A3000010,,Cleanroom Item,0,,,Tanner Hatch <61883173.d4zf>,Saul Lopez <63327019.bjjt>,,,Assembly,817,
Assembly-171,SWIC-Supported GIS Laptop,"T460

",1,,,,0,A3000004,,Cleanroom Item,0,,Kyle Cabalitasan <62214811.w33c>,Kristlyn Steel <62387598.chff>,,Gemma Coyle <61867032.gypd>,,Assembly,434,
Assembly-172,SWIC-Supported GIS Laptop,T460,1,,,,0,A205473,,Cleanroom Item,0,,,,,,,Assembly,967,pc0jg2ru
Assembly-173,SWIC-Supported GIS Laptop,,1,,,,0,3000018,,Cleanroom Item,0,,Logan Brown Brown <62248894.bs6x>,,,,,Assembly,1522,pc0lfzey
Assembly-174,SWIC-Supported GIS Laptop,,1,,,,0,A301176,,Cleanroom Item,0,,Daniel Scharton <62587670.43yb>,,Derek Roberts <60353456.c6md>,,,Assembly,1145,PF0U5YN4
Assembly-175,SWIC-Supported GIS Laptop,,1,,,,0,204262,,Cleanroom Item,0,,Logan Brown Brown <62248894.bs6x>,,,,,Assembly,1523,
Assembly-176,SWIC-Supported GIS Laptop,T460,1,,,,0,A204995,,Cleanroom Item,0,,Justin Richmond <62996774.c2m3>,,Ryan Bunch <62561590.b5ee>,,,Assembly,563,PC0GDYH7
Assembly-177,SWIC-Supported GIS Laptop,T460,1,,,,0,A205741,,Cleanroom Item,0,,,Russell Cline <62378132.cyvc>,,,,Assembly,590,
Assembly-178,SWIC-Supported GIS Laptop,T470,0,,,,0,A301158,,Missing/Lost,0,,,,,,,Assembly,452,
Assembly-179,SWIC-Supported GIS Laptop,T460,0,,,,0,A205936,,Cleanroom Item,0,,,,,,,Assembly,422,
ASSEMBLY-201,SWIC-Supported GIS Laptop,"T460
",0,,,,0,205754,,Cleanroom Item,0,,Heather Miller <61836464.bit4>,,Shaon Aitchison <63455808.c7v2>,Cadi Racinez Maclovio <60342193.duw7>,,Assembly,969,pc0jwcu0
Assembly-202,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A205889,,Cleanroom Item,0,,Carrie Cichy <62420622.3d2r>,,,Esperanza Martinez <62640429.tet7>,,Assembly,439,
Assembly-203,SWIC-Supported GIS Laptop,T460,0,,,,0,A205753,,Cleanroom Item,0,,Matthew Chatwin <61904864.dpbb>,,,,,Assembly,440,
Assembly-204,SWIC-Supported GIS Laptop,"T440
",0,,,,0,202527,,Missing/Lost,0,,,,Gholamhossein Beirami <60561171.cfjg>,,,Assembly,1223,
Assembly-205,SWIC-Supported GIS Laptop,,1,,,,0,A301316,,Cleanroom Item,0,,,,,,,Assembly,997,
Assembly-206,SWIC-Supported GIS Laptop,T460,1,,,,0,A3000061,,Cleanroom Item,0,,,Mav Blackwood <61991093.dx8e>,,,,Assembly,443,
Assembly-207,SWIC-Supported GIS Laptop,"T460
",1,,,,0,A310043,,Cleanroom Item,0,,,,,,,,1345,
Assembly-208,SWIC-Supported GIS Laptop,T460,0,,,,0,A205884,,Cleanroom Item,0,,Mason Berney <61876804.b44w>,,,,,Assembly,497,
Assembly-209,SWIC-Supported GIS Laptop,T460,0,,,,0,A205783,,Cleanroom Item,0,,,,Ben Wasilausky <62561583.cx6c>,,,Assembly,498,
Assembly-210,SWIC-Supported GIS Laptop,T460,0,,,,0,A205471,,Cleanroom Item,0,,,Richard Hillman <60498183.d5ht>,Mony Keo <63138537.c5t5>,,,Assembly,499,
Assembly-211,SWIC-Supported GIS Laptop,T460,0,,,,0,A204901,,Cleanroom Item,0,,Kelsey Degan <61988014.bbeg>,,,Jonathan Quirk <62294273.ctix>,,Assembly,500,
Assembly-212,SWIC-Supported GIS Laptop,T460,0,,,,0,,,Missing/Lost,0,,,,,,,Assembly,501,
Assembly-213,SWIC-Supported GIS Laptop,T460,0,,,,0,,,Missing/Lost,0,,,,,,,Assembly,897,
Assembly-214,SWIC-Supported GIS Laptop,"T450
",1,,,,0,A204137,,Available to Loan,1,,,,Zachary Tikhonoff <62640431.ddr9>,,Tony Pascoal <60341757.dnqe>,Final Test,532,
Assembly-215,SWIC-Supported GIS Laptop,,0,,,,0,206469,,Cleanroom Item,0,,,,Jordan Turner <62395421.xxdx>,Kamron Burke <63219445.shij>,,Assembly,1600,pc0lfzbm
Assembly-216,SWIC-Supported GIS Laptop,t470,0,,Assembly-216,,0,A301198,Assembly-216,Cleanroom Item,0,,Alec Dunn <60561271.dtnt>,,Nathan Aiken <61824580.bfhi>,Luis Ocampo Vargas <60342178.c7mc>,,Assembly,954,pf0u2qa5
Assembly-220,SWIC-Supported GIS Laptop,,0,,,,0,A301319,,Cleanroom Item,0,,,Imu Felleke <61463633.bvwm>,Sylvain Cecile <62737803.bftu>,,,Assembly,803,
AssemblyFlexLead01,SWIC Cart,"Dock Number - C5504
Dock Key - 8B50
Cable Key - XG0960


Built for Assembly with new dock, dual monitor",1,,,,0,,,Cleanroom Item,0,,,,,,,,1614,
AssemblyFlexLead02,SWIC Cart,"Dock Number - C5731
Dock Key - 8B73
Cable Key - XJ3087


Built for Assembly with new dock, dual monitor",1,,,,0,,,Cleanroom Item,0,,,,,,,,1615,
